price,address,area,bedrooms,toilets,floors,other_features
,hẻm 220 đường Nguyễn Văn Khối Phường 9 Gò Vấp,42.0,4.0,,4.0,"4 tầng, 4 phòng ngủ, 5WC, phòng thờ, sân thượng trước sau. Nhà full nội thất, khách chỉ cần xách vali vào ở."
,,,,,5.0,
,,46.0,7.0,,5.0,"5 tầng, 7 phòng ngủ đầy đủ công năng."
,,49.0,,,5.0,
,,,,,4.0,"4 tầng, ngang 4.5m, 4PN, nội thất cao cấp."
,,,4.0,,4.0,
,,,,,,
,,,,,4.0,"4 tầng, thiết kế hiện đại, gồm các phòng ngủ, phòng khách, bếp, wc, đầy đủ công năng sử dụng."
,,,,,8.0,
,,,4.0,,,
,,,,,,
,"Nhà trung tâm khu vực Phú Gia  Phú Thượng view sông Hồng, ô tô đỗ cửa, Gần Lotte Tây Hồ, ĐH Nội Vụ, Học viện Tài Chính, ĐH Tài Chính Ngân Hàng...",100.0,,,8.0,"8 tầng, thang máy, 19 phòng đã được trang bị FULL nội thất  có thể làm thêm 2 phòng trên tầng 8"
,"cực đẹp, vài bước ra mặt tiền. Vài bước chân ra CLB Lan Anh, vòng xoay Dân Chủ, sát Q3, gần Hà Đô",30.0,,,2.0,
,"đẹp, ngõ rộng, lô góc 3 mặt thoáng vĩnh viễn, cách ô tô 30m. Từ tầng 5 view hồ Tây",,,,,
,,,,,,
,,,,,,
,,,,,4.0,"4 tầng, thiết kế hiện đại, tiện nghi, gồm các phòng ngủ, khách, bếp ăn, phòng thờ, sân phơi, wc, đầy đủ công năng sử dụng."
,,,,,,
,"tiếp giáp ngã tư Xuân La, Xuân Đỉnh và phố Minh Tảo  phố mới dẫn vào khu Ngoại Giao Đoàn, đường đôi có hàng cây ở giữa siêu rộng.",,,,,
,,,,,4.0,
,"ngõ xe 3 gác tránh xe máy, nhà thoáng 3 mặt , sau nhà là sân tennis thoáng vĩnh viễn.",,2.0,,4.0,
3.8,,,,,3.0,"3 tầng, 1 trệt 2 lầu BTCT,"
,,,,,,
,,,,,,
,,,,,,
,,,3.0,,,
,"Gần trường tiểu học tân tiến,cách đường Phạm Văn Thuận khoảng 100m",,,,,
,"Gần uỷ ban,chợ,trường học ,cách đường Bùi Hữu Nghĩa khoảng 300m",,2.0,,,
,,,,,,
,,,2.0,,4.0,
,,,,,,
,,,,,,
,"siêu đẹp khu bộ đội xuất ngũ, khu vực phát triển mạnh, đầu mối giao thông nhanh chóng ra đường 32 và đường vành đai 3.5",77.8,,,,
,,,,,3.0,
,,,,,,
,"khu vực ngay đường Trần Hưng Đạo, đối diện Sở Công An TP.HCM, Phòng CS Điều tra Tội phạm về TTXH, Phòng CS PCCC TP.HCM, thông ra Võ Văn Kiệt, Trần Đình Xu, Nguyễn Cảnh Chân",,,,4.0,
,,,,,4.0,
,"Hẻm trước nhà gần 3m, cách mặt tiền đường chính chỉ vài bước chân, gần cầu Nguyễn Văn Cừ, tiện lưu thông qua Quận 1, 4, 5, 7, 10, chỉ mất vài phút.",,,,,
,"hẻm đường Số 2 Phường 16 Gò Vấp, vài bước chân đã ra mặt tiền đường.",30.0,3.0,,3.0,"3 tầng, gồm phòng khách, bếp, 3 phòng ngủ, 3WC."
,,,,,5.0,
,"Hẻm xe hơi trước nhà, gần chợ Rạch Ông, cầu Chữ Y, xe cộ tiện lưu thông qua các tuyến đường và các Quận tiếp giáp.",,,,,
,"Nằm ở lối Bể bơi La Khê, vị trí cực thoáng tiếp giáp khu DV Giếng Sen  Lê Trọng Tấn, từ nhà ra đường Lê Trọng Tấn, đường Tố Hữu  Nguyễn Thanh Bình chỉ 150  180m.",,,,4.0,
,,,,,7.0,
,,,,,5.0,
,,,,,3.0,
,,,,,,
,"Nằm ở lối Bể bơi La Khê, vị trí cực thoáng tiếp giáp khu DV Giếng Sen  Lê Trọng Tấn, từ nhà ra đường Lê Trọng Tấn, đường Tố Hữu  Nguyễn Thanh Bình chỉ 150  180m.",,,,4.0,
,"trung tâm, thuận tiện di chuyển đến các khu vực lân cận.",45.0,3.0,,,
,,,2.0,,,
,"gần chợ Hạnh Thông Tây, đường Quang Trung, phường 11 nay là phường 8 Gò Vấp",260.0,3.0,,,
9.2,,60.0,,,4.0,
,"trung tâm Quận 1, khách thượng lưu và khách nước ngoài ra vào tấp nập,",64.0,,,,
,|gần Nhà Văn Hóa.,,,,2.0,"2 tầng, vị trí trung tâm của quận Thanh Xuân"
,,,,,,
,"cách chợ Nhật Tân tầm 200m, ngõ ô tô thông, từ nhà chạy thẳng ra các tuyến phố lớn như An Dương Vương, Võ Chí Công, đường đôi mới khu Ciputra Phú Thượng, Âu Cơ, Lạc Long Quân. Giao thông vô cùng thuận lợi, tuyến đường để Âu Cơ đang trong quá trình mở rộng, tương lai giá cả còn tăng nhiều.",,4.0,,3.0,
,"Mặt tiền đường 10, Hiệp Bình Chánh, TP Thủ Đức.",,4.0,5.0,,
,,52.0,,,5.0,
,,,3.0,,4.0,"4 tầng, 3 phòng ngủ đầy đủ công năng sử dụng, khung cột chắc chắn."
,,,,,,
,Cách đường Đỗ Văn Thi khoảng 50m,,2.0,,,
,"mặt tiền đường nguyễn thành phương, phường thống nhất biên hòa",,3.0,,,
,,,,,,
,"Tôn Thất Hiệp, P13, Q11",,,,,
,"Lạc Long Quân P3, Q11",,,,,
,,,1.0,,,
,"hẻm ôtô 1cách mặt tiền đường Đặng Văn Bi chỉ 70m, nhà nằm ngay khu vực trung tâm Thủ Đức tiện ích ko thiếu thứ gì, giao thông thuận tiện đi lại rất nhiều hướng.",,,,,
,,,,,,
,,,,,,
25.0,,96.0,,,,
,,,,,,
,,,,,,
,,,,,,
,,,2.0,,,
,"đắc địa, ngõ rộng, ô tô tránh cách 20m, rất tiện cho các gia đình thường xuyên về quê, phải đón xe taxi, hoặc người trẻ thường đi làm bằng ô tô hoặc tan làm về muộn, gia đình có người già, đảm bảo tiện lợi khi có nhu cầu đi lại bằng ô tô.",,,,,
,,,3.0,,5.0,"5 tầng, thiết kế hiện đại, tiện nghi, gồm 3 phòng ngủ, phòng khách, bếp ăn, vệ sinh, đáp ứng đầy đủ nhu cầu gia đình."
,,,,,10.0,
,,,4.0,,4.0,
,,,,,,
,,,,,,
,,,,,4.0,
,,,,,4.0,"4 tầng, chủ tâm huyết tự xây dựng gồm phòng ngủ, phòng khách, bếp, phòng ăn, toilet..., thỏa mãn nhu cầu của gia đình."
,,,,,,
,,112.0,,,,
,,,,,,
,,,,,,
,"nằm đối diện chợ Xuân La, cách công an Phường Xuân La tầm 200m. Nhà gần hồ Tây, không khí trong lành.",,4.0,,4.0,"4 tầng, cầu thang giữa, mỗi tầng 2 phòng tổng cộng có 4 phòng ngủ đầy đủ công năng."
,"trung tâm cực đẹp, hẻm rộng 1 sẹc, thông Hòa Hảo, Nguyễn Tiểu La, Nguyễn Tri Phương. Công tác, học hành giao thông thuận tiện. Khu an ninh, dân trí cao.",,,,,
,,,2.0,,,
,,,4.0,,,
,,,,,,
,,,6.0,,5.0,
,,127.0,,,,
,,,4.0,5.0,4.0,
9.8,"ngay đường số 3, cung đường sầm uất ở Bình An, đầy đủ tiện ích trong bán kính 2km đổ lại.",,,,,
,"nhà vài bước chân ra chợ Hoàng Hoa Thám, xe hơi đỗ cổng, khu vực dân trí cao.",,,,,
,"kinh doanh đông, chợ Tân Bình, gần Bắc Hải, Thành Thái, thuận tiện đi Q. 10, Q. 11.",,,,,
,,,,,5.0,
,,,,,,
,,,4.0,,5.0,"5 tầng, 4 phòng ngủ, 2 phòng làm việc."
17.5,"đẹp, 1 căn tốt nhất thị trường",,,,,
,"đẹp, khu vực chỉ có 32 căn BTLK, gần nút giao cầu Nhật Tân  bên cạnh là khu đô thị quốc tế Ciputra Nam Thăng Long có nhiều tiện ích cao cấp với hệ thống các trường học cũng như trung tâm thương mại và khu vui chơi giải trí như Trường UNIS, trường  Academy, mẫu giáo Kindle World,  bệnh viện nam Thăng Long, Ciputra , công viên nước Hồ Tây...",,,,4.0,
,,,,,5.0,
,"trung tâm xung quanh ko thiếu thứ gì, tiện ích đầy đủ. Ngay gần Học viện Âm nhạc Quốc Gia, Đại học Văn Hóa, Cao đẳng Y tế ...",,,,5.0,"5 tầng, 1 hầm, 1 lửng, 1 tum, 12 phòng khép kín, thang máy."
,"Hồng Bàng, P1 Q11",,,,,
,"Hòa Hảo, P5 Q10",,,,,
,,,,,,
,"đắc địa, nối liền với nhiều tuyến đường giao thông huyết mạch như các tuyến đường vành đai, trung tâm thành phố, sân bay Nội Bài, đường 3 làn ô tô tránh, thông Ngoại Giao Đoàn, Võ Chí Công, Xuân Đỉnh, Cầu Nhật Tân, Lạc Long Quân, Bưởi, Thụy Khuê, Hoàng Hoa Thám.",,,,,
,,,,,,
,,,2.0,,,
,,,,,,
,"giáp Tân Hòa Đông, Quận 6, Tân Phú, Quận 11.",63.0,,,,
,,,2.0,,,
,"đẹp, khu vực an ninh, dân trí cao. Giá khu vực hiện tại 170 triệum2",,,,,
,,,,,,
,,,3.0,,4.0,
,,,,,,
,,,2.0,,,
,"gần mặt tiền Đường Số 51 Phường 14 Gò Vấp, xung quanh đầy đủ dịch vụ tiện ích.",90.0,5.0,,4.0,"4 tầng, 5 phòng ngủ, 6 nhà vệ sinh, sân thượng trước sau. Nhà có hồ bơi mini, garage xe hơi."
,,,2.0,,,
,,,,,4.0,
,"rất thuận tiện đi lại, dễ dàng di chuyển sang Mỗ Lao, Xa La, Thanh Xuân, Quang Trung, Yên Xá, Hoàng Mai.",43.0,,,4.0,"4 tầng, mỗi tầng 2 ngủ rộng, view nhìn sang sân chơi nhà Văn Hóa nên rất thoáng."
,,,,,5.0,
,,,,,7.0,
,,,,,4.0,"4 tầng, khung cột chắc chắn, chủ tự xây tâm huyết ở được vài năm, khách mua về ở luôn."
,,,,,4.0,
,,,,,5.0,
,,,,,5.0,"5 tầng, mặt tiền rộng 6m, nhà cực thoáng và anh sáng tự nhiên khắp các phòng."
,,46.0,3.0,,3.0,
,,,3.0,3.0,4.0,
,"trung tâm Hà Đông, cực kỳ thuận tiện di chuyển lên trung tâm Hà Nội. Gần mặt phố Vạn Phúc, Ngô Thì Sỹ hướng đi Tố Hữu  Quang Trung.",,3.0,,,
,"tuyệt đẹp, góc 2 mặt tiền đường nhựa 12m, sát Lê Văn Việt, sát đường Man Thiện, Cách chợ đêm Man Thiện 300m.  sát chung cư C6, C7, C8.",,,,,
8.9,"ngay đường Võ Nguyên Giáp, gần Vincom Thảo Điền, tương lai phát triển vượt bậc",,,,,
,,,3.0,,,
,"ngay đầu phố Quang Trung, hàng xóm khu đô thị La Khê, khu đô thị Văn Phú. Cách mặt phố Quang Trung 70m. Gần chợ Bông Đỏ, hạ tầng đồng bộ.",40.0,,,,
,,,,,7.0,
,,,,,,
,,,,,,
,,,,,,
,,,3.0,,3.0,"3 tầng, 3 phòng ngủ, phòng thờ, sân phơi đầy đủ."
,,,,,2.0,
,"ngay cạnh đồn công an Xuân La. Băng qua đường là tới chợ, trường học các cấp. Từ nhà ra hồ Tây chỉ tầm 300m.",,,,4.0,
,,,,,,
,"trung tâm Đội Cấn, dân trí cao, an ninh tốt.",,,,,
,,,,,,
,,,,,3.0,
,"Tttp, an ninh đảm bảo",,,,,
,"gần KDC Phú Gia 2, P. Trảng Dài, Biên Hòa, ĐN",102.9,,,,
,,,,,,
,,,,,4.0,
,"hẻm 6m Kênh Tân Hóa cạnh cv xanh, mát, gần Đầm Sen, giáp Q6, Q11,",,,,2.0,
4.65,,,,,,
,"hẻm 6m Kênh Tân Hóa cạnh cv xanh, mát, gần Đầm Sen, giáp Q6, Q11,",,,,2.0,
,"chỉ 2 phút ra tới mặt phố. Khu vực gần chợ, bệnh viên, trường học các cấp, xung quanh nhiều khu vui chơi ăn uống, tiện ích nhiều, an sinh tốt",,,,,
,,,,,4.0,"4 tầng, xây dựng khung cột chắc chắn, tổng có 3 P.ngủ, P.khách, P.ăn, bếp, wc"
,,,3.0,,5.0,
,,,,,,
,"trung tâm Hà Đông, tiện ích tràn ngập, chỉ mất 5 phút ra tới trung tâm thương mại Aeon Hà Đông",,,,,
,"gần đường đôi khu đô thị mới Ciputra, Sunshine. Nhà gần chợ, trường cấp 1,2,3 Phú Thượng.",,,,,
,,,,,5.0,
2.0,"Ngay Trung tâm hành chính TP.Mới Bình Dương, cách TPHCM chỉ 30p di chuyển,TP.Thủ Dầu Một 10p.",,,,,
,,,,,5.0,
,,,2.0,,,
,,,4.0,,,
,,,4.0,3.0,3.0,
,,,,,5.0,"5 tầng, đã hoàn thiệ bên ngoài và tầng tiện ích xung quanh như trường học, khu vui chơi, khu ăn uống, khu học tập, không khí rất trong lành, tọa lạc ở vị trí cực đẹp trong dự án, dân cư đông vui, có thể vừa ở vừa kinh doanh hoặc văn phòng cực tốt. KĐT nằm trên trục đường 5A cũ chạy thẳng về sân bay Nội Bài. Thích hợp mua an cư hoặc đầu tư lâu dài..."
,"sát Bình Thạnh, Phú Nhuận, ra sân bay chỉ 5 phút.",,,,,
,,,,,,
7.3,"Khu dân cư an ninh, dân trí cao, sầm uất, xe lưu thông thường xuyên.",,,,,
,,,2.0,,,
,"Mặt tiền kinh doanh đường số 18 ngay trường Đại Học Nông Lâm, tuyến ga Metro, Khu Công Nghệ Cao..",,3.0,,,
,,72.0,3.0,,2.0,"2 tầng, 3 phòng ngủ."
6.7,"Khu dân cư an ninh, dân trí cao, sầm uất, xe lưu thông thường xuyên.",,,,,
,,,,,,
,,,4.0,,,
,,,1.0,,5.0,
,,,,,5.0,"5 tầng, 8 phòng, Thiết kế hiện đại, full đồ cần thiết như  Bếp, gường tủ, nóng lạnh, điều hòa, máy giặt..."
,"đối diện chợ Tân Trụ, thông Trần Thái Tông, gần Trường Chinh, KCN Tân Bình.",,,,,
,"gần chợ Hạnh Thông Tây,",101.0,9.0,,5.0,"5 tầng, sân thượng trước, sau, với 9 phòng ngủ."
,"ngay Đại học Ngân Hàng, Cao Đẳng Nghề, cao Đẳng Xây dựng..",,,6.0,,
,"Cách đường 304 100m, gần cổng 2. P. Trung Dũng, BH, ĐN.",,,,,
,"đắc địa ngay Luỹ Bán Bích, Đầm Sen Park, tiếp giáp Tân Bình, thuận tiện vào trung tâm.",56.0,,,,
,,,,,3.0,
,,,,,3.0,
,ngay Bình Thới giao với Minh Phụng.,,,,,
,,,,,,
,,55.0,,,5.0,
,,,,,6.0,"6 tầng, thang máy mới"
,và tiện ích xung quanh,,,,3.0,
,,,,,,
,,,,,,
,"gần công viên Làng Hoa, trường học các cấp, chợ Hạnh Thông Tây,  Tiện ích cuộc sống vây quanh",,,,,
,,72.0,,6.0,5.0,
,"kết nối các xã Đông Mỹ, Văn điển, Ngũ Hiệp, Liên Ninh, Ngọc Hồi đến các tuyến phố lớn như giải phóng, Trương định, Trần Thủ Độ, Phan Trọng Tuệ, đến các quận Trung tâm hà Nội như Hoàng Mai, Hai Bà Trưng, hà Đông, Thanh Xuân",,2.0,,2.0,
,,,,,,
,,,,,,
,,,,,24.0,"24 tầng, mặt tiền 3.6m, mới xây sửa tháng 62022."
,,,,,,
,"đắc địa, đối diện 3 tòa tháp chung cư cao cấp Hoàng Huy Commerce.",75.0,,,,
,,,6.0,,5.0,
10.2,,52.0,,,5.0,
,"kết nối các xã Đông Mỹ, Văn điển, Ngũ Hiệp, Liên Ninh, Ngọc Hồi đến các tuyến phố lớn như giải phóng, Trương định, Trần Thủ Độ, Phan Trọng Tuệ, đến các quận Trung tâm hà Nội như Hoàng Mai, Hai Bà Trưng, hà Đông, Thanh Xuân",,2.0,,2.0,
,,,,,,
,"nằm ngay ngã 3 Tân Sơn Nhì, Kết nối Nguyễn Thế Truyện và Nguyễn Cửu Đàm",,,,2.0,"2 tầng, 1 trệt 1 lửng để thông sàn, thuận tiện cho việc kinh doanh."
,"1 Quốc lộ 1A, cách mặt tiền 20m, gần bên CVPM Quang Trung.",,2.0,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,6.0,,,
,,,,,2.0,
,,35.0,,,,
,"đẹp nằm trên tuyến phố chuyên kinh doanh ăn uống sầm uất nhất Trâu Quỳ. Xung quanh đông dân, nơi tập trung dân có điều kiện, an ninh tốt, tiện ích nhiều, gần UBND Quận, gần hồ điều hòa, bệnh viện đa khoa, khu đô thị Vin Ocean Park, thích hợp mua ở và hoặc mua kinh doanh ăn uống...",247.0,,,,
,,45.0,,,,
,,,,,,
,,,,,,
,gần siêu thị Coopmart Quang Trung.,63.0,,,2.0,
,,,,,,
,,,,,,
,,,,,,
,,100.0,,,,
,,,,,,
,"rất thuận lợi, mặt ngõ thông ra nhiều ngả. Đi chợ, tới trường, ga tàu điện đều rất thuận lợi.",30.0,,,5.0,
,,,,,,
,,59.0,,,,
,,,,,4.0,
,,,6.0,,5.0,
,,,,,,
,,100.0,,,,
23.5,ngay Trần Não dễ dàng di chuyển,,,,,
,"Cạnh Aeon Mall Tên Lửa  hệ thống Bệnh viện Quốc tế, Gia An...,",,,,4.0,
34.0,tuyệt đẹp Ngay ngã tư Võ Văn Kiệt,,,,,
,,,,,,
,,,,,,
,"Định Công gần Cầu định công, Vành Đai 2.5  Ba bước ra ô tô tránh.",,,,,
,"trung tâm gần nhiều bệnh viên, trường học, trung tâm thương mại, có tiềm năng kinh doanh lớn",,,,4.0,
,,,,,5.0,"5 tầng, tặng lại full nội thất, chỉ việc về ở."
,"ngay mặt tiền khu tên lửa, khu dân trí cao, an ninh, xe hơi ngủ trong nhà, gần chợ, trường học, Aeon Bình Tân, tiện ích xung quanh không thiếu gì, di chuyển dễ ra Tỉnh Lộ 10, Vành Đai Trong, Mã Lò, Tân Hòa Đông, giáp Q6, Q.Tân Phú.,",,,,,
,,,,,,
,,,4.0,3.0,2.0,
,"Đường Thạch Sơn, TT Sapa",,,,2.0,
,,,,,5.0,
,,,1.0,,4.0,
,,,,,4.0,
,vip nhất Thủ Đức.,,,,,
,,,,,4.0,"4 tầng, diện tích trên sổ 15m2, chủ mua thêm 6m2 của hàng xóm để làm khu bếp  có giấy tờ chứng từ viết tay, khách mua có thể gộp sổ thành 21m2."
4.5,,,4.0,,6.0,
,,,,,4.0,"4 tầng, 3 PN, 3WC."
3.9,,,,,3.0,
,"ngay ngã ba cây xăng Lã Xuân Oai, Lê Văn Việt,chợ Tăng Nhơn Phú A, Đại học GTVT, trường cấp 2 Lê Quý Đôn",,,,4.0,
,,,2.0,,,
,,,1.0,1.0,,
,,,,,,
,"gần cv lê thị riêng, ngã tư bảy hiền, chợ Tân Bình.",,,,4.0,
,,,3.0,,4.0,
,"Tăng Nhơn Phú , Tp . Thủ Đức",,,,,
,nhà ngay gần ngã tư NƠ TRANG LONG  TRẦN QUÝ CÁP,,,,,
,"Căn góc  3 MẶT TIỀN đường Phan Văn Trị, Phường 5 Quận Gò Vấp",,,,,
,,,,,3.0,
,,,,,,
,,,,,,
5.8,,,,,,
3.6,,,,,4.0,"4 tầng, mặt tiền rộng. Cách nhà 30m ra đường ô Tô tránh, gần bãi gửi xe ô tô."
,,,,,,
,,,,,,
,"đắc địa gần Cao Đẳng Kinh Tế Đối Ngoại , Trung cấp nghề Suleco , Trường THCS Phước Bình, Chợ Phước Bình",,,,2.0,
3.0,"Nhà nằm ngay gần trường học các cấp, khu xóm an ninh yên tĩnh. Gần chợ, siêu thị, công an phường, công viên khu vui chơi giải trí.",,,,,
3.0,,,,,,
3.0,,,,,,
3.4,"Nhà nằm gần trường học các cấp. Gần chợ, siêu thị, công an phường, công viên khu vui chơi giải trí.",,,,,
,,,,,,
,,,,,,
15.0,,,,,5.0,
,,,,,,
,,,,,,
,"đắc địa, trung tâm Hải Châu, gần cầu Rồng, UBND quận Hải Châu, các trường đại học, trung học các cấp, chợ, siêu thị  tiện ích xung quanh không thiếu thứ gì. Kình doanh căn hộ tốt, doanh thu dòng tiền 25triệutháng. Nhà nằm trên kiệt rộng sau lưng 1 nhà mặt tiền đường.",,1.0,,,
,,,,,2.0,
,,,,,5.0,
,"Mặt tiền đường số 9 Lê Văn Thọ, P.9, Gò vấp. Gần Bệnh viện, Công viên Làng Hoa, trường học các cấp. Thuận tiện kinh doanh mọi ngành nghề.",63.0,,,,
,,,,,,
,"đẹp, gần ngã tư Bảy Hiền, bệnh viện Thống Nhất và chợ vải Tân Bình.",,4.0,,4.0,"4 tầng, 4 phòng ngủ, mỗi phòng điều có cửa sổ thoáng mát, ban công từng tầng, giếng trời giữa nhà nên rất thoáng mát"
,,,,,,
,,,2.0,,4.0,"4 tầng, xây khung cột bê tông cốt thép chắc chắn"
,,,,,,
,"sát Bảy hiền, khu dân cư Bàu Cát, gần chợ, trường học",,,,3.0,
,,,,,4.0,
,,,,,,
,,45.0,,,4.0,
,,,2.0,,4.0,
,"thuận lợi gần các khu công nghiệp, tiềm năng cho việc xây dựng phòng trọ hoặc đầu tư.",,,,,
,,,,,,
,,68.0,,,3.0,"3 tầng, giá 10.5 tỷ."
,,47.0,,,4.0,"4 tầng, giá 7.7 tỷ."
,,,6.0,,,
,,,3.0,,,
,"đẹp, gần phố, nhà nằm trên mặt ngõ thông, ô tô đỗ cửa, vào nhà. Kinh doanh.",,,,,
,,84.0,,,,
,,,,,,
,"đẹp HXH, ngay Lạc Long Quân, gần chợ, Giáp Âu Cơ , Lý Thường Kiệt, Quận 10",,,,,
,,,,,,
,"Hẻm 1 Tân Thành , gần chợ , Giáp Âu Cơ , Thoại Ngọc Hầu, Tân Bình Quận 10",,,,,
,,,,,,
,"Khu đất LK13, LK14  Tổ 3,đường Điện Biên Phủ, phường Phan Si Păng, thị xã Sa Pa, tỉnh Lào Cai",,,,4.0,
,"sát chợ Hạnh Thông Tây, một trong những trung tâm mua bán quần áo, phụ kiện điện thoại sầm uất của quận Gò Vấp, dịch vụ tiện ích bao la. Gần trường học các cấp, bênh viện, Ủy ban. Tiện vừa ở vừa kinh doanh, cho thuê.",80.0,3.0,,4.0,"4 tầng, 3 phòng ngủ, phòng thờ, sân thượng trước, sau. Tầng trệt thông sàn để kinh doanh. Đang cho thuê kinh doanh quần áo 30trtháng"
,,,,,,
,,,,,,
,"Mặt tiền đường đường chính Kha Vạn Cân, chủ nhà đang tự  kinh doanh",,,,,
,"đẹp, cách 100m ra mặt tiền Đặng Văn Bi,cách 200m ra chung cư MoonLight, khu VIP Thủ Đức.",,,,,
,,,,,4.0,
,,,,,,
,"đẹp cách đường Liên Hoa và Xuân Lạc khoảng 150m, cách sông 150m, cách trường mầm non Xuân Lạc 180m, cách chợ Vĩnh Ngọc 800m, cách trường tiểu học khoảng 700m..",79.4,,,2.0,
,,,5.0,,,
,,,,,,
,"đắc địa gần Chợ , Vincom , Đi về Q.2 , Vinhome Grand Park , Ngã tư Thủ Đức",,,,,
,"cách đường chính và trạm y tế xã 350m, cách chợ Vĩnh Ngọc 300m, cách Lương Định Của 250m, cách KĐT Vĩnh Điềm Trung 700m, cách bệnh viện đa khoa 1.2km, cách Big C 1.5km....",72.6,,,,
,,,,,,
,"cách Lương Định Của 100m, cách KĐT Vĩnh Điềm Trung 500m thừa hưởng toàn bộ tiện ích Của KĐT như bệnh viện đa khoa  trường học Quốc Tế  mầm non  siêu thị Big C nhà hàng  cà phê  quán nhậu,...",112.0,,,,
,"Hiếm, nhà Lô góc 2 mặt đều là mặt phố kinh doanh Ô Tô chạy thông tứ tung vòng quanh khu ĐH Nông Nghiệp Sinh viên thuê trọ đông đúc. kinh doanh sầm uất,",,,,4.0,
,,,,,,
,"khu phân lô trong chợ Hạnh Thông Tây,  gần trường học, ngân hàng, bênh viện, các dịch vụ tiện ích khác. Vị trí đẹp, thuận tiên kinh doanh mua bán, giao thông thuận tiện",96.0,,,4.0,
,,,,,,
,,,,,,
,,,,,4.0,
,,,1.0,,5.0,
,"hẻm xe tải quay đầu, cách 100m ra mặt tiền Đặng Văn Bi.",45.0,,,,
,,,,,,
,,,,,,
,,,,,,
,,,5.0,,5.0,
,,,,,,
,,,,,,
,ngay sát Đường số 35 Đường Linh Đông  Tô Ngọc Vân,70.0,,,,
,,,5.0,6.0,5.0,
,,,2.0,,,
,"Có một không hai, gần vườn hoa Hà Đông, gần hồ điều hoà, gần chợ, ủy ban phường, công an, trạm y tế. An ninh cực tốt. Giao thông kết nối đường Phùng Hưng, 195, Yên Phúc, Bạch Thái Bưởi, Nguyễn Công Trứ, Trần Phú ô tô chạy vòng quanh. Đầy đủ tiện ích, giao thông thuận lợi.",,,,,
,"cực đẹp, ô tô vào nhà thông ra chợ xanh",,3.0,,5.0,
,"Dăm bước ra mặt phố, thông giữa phố Thái Hà và Nguyễn Văn Tuyết và nhiều ngách khác. Là khu trung tâm, đầy đủ tiện ích, thuận lợi đi lại. Gần ĐH Thủy Lợi, ĐH Công Đoàn, HV Ngân Hàng, Vincom Phạm Ngọc Thạch, Nhà thờ Thái Hà...",,,,5.0,
,"trung tâm thuận tiện di chuyển qua các quận 10, quận 11, Phú Nhuận, Tân Phú.. 5 ra ngã tư Bảy Hiền..",45.0,,,3.0,"3 tầng, lửng  sân thượng với 7 PN, 4 WC, Phòng khách, Bếp thoáng mới đẹp."
5.6,,,5.0,,,
,"rất đẹp ngay Tân Hương, Vườn Lài, dễ dàng di chuyển vào Trung Tâm.",74.0,,,,
,,72.0,,,,
,,,,,,
,"con đường buôn bán kinh doanh sầm uất, tiện cho ac vừa ở vừa kinh doanh hoặc mở văn phòng công ty",,,,,
,"đắc địa , tiện ích đầy đủ , gần sát bên đại học GTVT , khu biệt thự Khang Điền, Vin Mart , trường cấp 1 , 2 ,3",,,,2.0,
,,,,,5.0,"5 tầng, chủ thuê thiêt kế rất đẹp và kiên cố, không gian sáng thoáng, chủ hào phóng tặng lại toàn bộ nội thất cao cấp cho chủ mới"
,,,,,,
,,,,,,
,"hiếm và đẹp , 1km ra hồ Hoàn Kiếm , chợ Hôm , trường học các cấp , bệnh viện trong bán kính 500m.",,,,3.0,
,,,,,2.0,
,,,,,,
,"cách chợ Chiều và Bách Hóa Xanh 500m, cách chợ Vĩnh Ngọc 600m, cách đường Phú Nông 40m, cách KĐT Vĩnh Điềm Trung 400m,...",74.3,,,,
,"cách sông 100m, cách đường Xuân Lạc 100m, cách chợ Vĩnh Ngọc 600m, cách trường tiểu học 500m, cách Lương Định Của 400m, cách trường Cao Thắng 900m, cách KĐT Vĩnh Điềm Trung 1.4km....",61.1,,,,
5.8,,,,,,
,"hẻm nhựa 5m chỉ 1 xẹt_ Cách đường Nguyễn Ái Quốc 100m, cạnh GX Kim Bích. Rất thuận tiện cho gia đình có đạo công giáo an cư. Chỉ vài bước chân là có thể đến nhà thờ đi Lễ.",,,,,
5.8,,,,,,
7.1,,46.0,,,4.0,
5.8,,43.0,2.0,,4.0,
,,37.0,,,,
,"tuyệt đẹp, mặt ngõ ô tô tránh, khu vực dân cư rất đông đúc kinh doanh các loại mặt hàng như tạp hoá, nail, salon tóc.",,,,5.0,
,,,,,4.0,
,,,,,,
,,,,,,
,,,,,,
,,,2.0,,4.0,
,"Hẻm trước nhà gần 4m, cách đường chính 60m, gần BV Chợ Rẫy, chợ Hòa Bình, rạp phim Đống Đa, tiếp giáp với các Quận 1, 3, 10, lưu thông dễ dàng di chuyển.",,,3.0,,
,"Đẹp, hẻm xe hơi trước nhà 5m, cách mặt tiền đường chỉ vài bước chân, gần chợ Rạch Ông, cầu Chữ Y, tiện lưu thông qua các Quận 1, 4, 5, 7, 10, chỉ mất vài phút.",,,,,
,,,,,,
,"đầu hồi sát ngay cạnh 5 tòa chung cư Bitexco, công viên, khu vui chơi và bãi đỗ xe cực kỳ thuận tiện để kinh doanh khách sạn, siêu thị, cafe...",,,,4.0,
,,,,,,
,,64.0,4.0,,,
